id,preg_rate,chlamydia_rate,child_poverty_rate,adherents_rate,women_uninsured_rate,obesity_rate,hs_grad_rate,single_parent_rate,feature_risk_rate,preg_rate_index,chlamydia_rate_index,child_poverty_rate_index,adherents_rate_index,women_uninsured_rate_index,feature_risk_rate_index,preg_rate_color,chlamydia_rate_color,women_uninsured_rate_color,child_poverty_rate_color,adherents_rate_color,feature_rate_color,predicted_vals,civil_war
17145,44,144,20,57.8,16,28,69,9,0,3,3,4,6,4,4,"rgb(158,202,225)","rgb(161,200,36)","rgb(216,111,38)","rgb(0,188,200)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17147,24,114,9,39,18,27,91,7,0,1,2,0,2,5,4,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17149,41,178,20,41.1,19,27,85,8,0,3,4,4,2,5,4,"rgb(158,202,225)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17151,35,1052,30,27,0,27,61,8,0,2,8,7,0,2,4,"rgb(198,219,239)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17153,82,461,37,71.6,0,28,75,12,1,8,7,8,7,2,8,"rgb(8,48,107)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,60,64)","rgb(62,15,85)","rgb(120,32,21)","rgb(105,105,105)","rgb(30,144,255)"
17155,21,150,11,34,21,27,85,7,0,0,3,0,1,5,4,"rgb(247,251,255)","rgb(161,200,36)","rgb(187,96,33)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17157,48,188,19,66.9,15,27,91,10,0,4,4,4,7,4,4,"rgb(107,174,214)","rgb(138,171,31)","rgb(216,111,38)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17159,36,102,19,55.8,0,28,91,9,0,2,1,4,5,2,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17161,50,512,20,42.8,0,27,77,9,0,5,7,4,3,2,4,"rgb(66,146,198)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17163,54,888,26,50.4,17,28,70,13,0,5,8,6,4,4,4,"rgb(66,146,198)","rgb(45,56,10)","rgb(216,111,38)","rgb(0,124,132)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17165,59,253,28,62.6,0,27,84,11,0,6,5,7,6,2,4,"rgb(33,113,181)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,92,98)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17167,49,557,18,54.7,16,28,79,11,0,5,8,3,5,4,4,"rgb(66,146,198)","rgb(45,56,10)","rgb(216,111,38)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17169,21,86,17,40.9,21,27,,7,0,0,1,3,2,5,4,"rgb(247,251,255)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17171,48,279,15,63.1,19,27,84,9,0,4,6,2,6,5,4,"rgb(107,174,214)","rgb(91,114,20)","rgb(187,96,33)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17173,36,72,15,51.8,0,27,86,8,0,2,1,2,4,2,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17175,33,257,15,36.6,0,27,97,7,0,2,5,2,1,2,4,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17177,43,477,23,68.3,0,28,86,9,0,3,7,5,7,2,4,"rgb(158,202,225)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,156,166)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17179,36,218,11,43.5,18,27,100,9,0,2,5,0,3,5,4,"rgb(198,219,239)","rgb(114,142,25)","rgb(187,96,33)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17181,41,115,24,65.3,20,28,73,9,0,3,2,6,7,5,4,"rgb(158,202,225)","rgb(179,219,51)","rgb(187,96,33)","rgb(0,124,132)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17183,68,599,28,37.6,0,28,76,12,0,7,8,7,2,2,4,"rgb(8,81,156)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,92,98)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17185,30,112,20,55.2,0,27,88,8,0,1,2,4,5,2,4,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17187,31,189,17,44.6,0,27,100,9,0,1,4,3,3,2,4,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17189,33,141,10,70.5,0,27,81,7,0,2,3,0,7,2,4,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17191,48,90,19,55.2,19,28,94,8,0,4,1,4,5,5,4,"rgb(107,174,214)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17193,52,93,20,52.4,0,27,86,7,0,5,1,4,5,2,4,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17195,51,247,16,59.2,18,26,78,11,0,5,5,2,6,5,4,"rgb(66,146,198)","rgb(114,142,25)","rgb(187,96,33)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17197,28,235,7,46,22,26,89,8,0,1,5,0,3,5,4,"rgb(222,235,247)","rgb(114,142,25)","rgb(187,96,33)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17199,45,218,23,44.6,0,28,87,9,0,3,5,5,3,2,4,"rgb(158,202,225)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17201,52,584,21,52.3,0,26,68,11,0,5,8,4,4,2,4,"rgb(66,146,198)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
17203,19,121,8,40.2,17,27,84,6,0,0,2,0,2,4,4,"rgb(247,251,255)","rgb(179,219,51)","rgb(216,111,38)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18001,33,77,23,73.2,0,29,86,10,0,2,1,5,7,2,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,156,166)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18003,49,513,16,53.7,29,29,75,11,0,5,7,2,5,7,4,"rgb(66,146,198)","rgb(68,85,15)","rgb(129,66,23)","rgb(13,240,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18005,60,218,16,48.9,29,29,74,9,0,6,5,2,4,7,4,"rgb(33,113,181)","rgb(114,142,25)","rgb(129,66,23)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18007,42,122,14,78.7,27,29,77,9,0,3,2,2,8,6,4,"rgb(158,202,225)","rgb(179,219,51)","rgb(158,81,28)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18009,61,88,20,30.4,24,29,79,10,0,6,1,4,0,5,4,"rgb(33,113,181)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18011,27,118,8,59.2,25,30,83,7,0,1,2,0,6,6,4,"rgb(222,235,247)","rgb(179,219,51)","rgb(158,81,28)","rgb(200,252,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18013,24,46,14,22.8,0,28,72,7,0,1,0,2,0,2,4,"rgb(222,235,247)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18015,33,88,12,38.5,29,29,83,7,0,2,1,1,2,7,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(129,66,23)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18017,58,103,17,44.4,0,30,77,9,0,6,2,3,3,2,4,"rgb(33,113,181)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18019,53,245,15,34.1,28,30,71,10,0,5,5,2,1,6,4,"rgb(66,146,198)","rgb(114,142,25)","rgb(158,81,28)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18021,48,152,16,41.9,26,30,69,8,0,4,3,2,2,6,4,"rgb(107,174,214)","rgb(161,200,36)","rgb(158,81,28)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18023,63,172,17,44.1,0,28,72,8,0,6,4,3,3,2,4,"rgb(33,113,181)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18025,47,144,27,36.3,24,30,76,10,0,4,3,6,1,5,4,"rgb(107,174,214)","rgb(161,200,36)","rgb(187,96,33)","rgb(0,124,132)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18027,47,156,22,55.4,33,29,77,9,0,4,3,5,5,7,4,"rgb(107,174,214)","rgb(161,200,36)","rgb(129,66,23)","rgb(0,156,166)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18029,38,135,11,40.3,25,28,82,9,0,2,3,0,2,6,4,"rgb(198,219,239)","rgb(161,200,36)","rgb(158,81,28)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18031,56,108,15,58,0,29,76,11,0,6,2,2,6,2,4,"rgb(33,113,181)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18033,51,150,12,40.7,0,30,84,9,0,5,3,1,2,2,4,"rgb(66,146,198)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18035,29,437,22,29.6,0,31,70,9,0,1,7,5,0,2,4,"rgb(222,235,247)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18037,34,53,9,75.1,0,27,88,8,0,2,0,0,8,2,4,"rgb(198,219,239)","rgb(200,229,109)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18039,64,377,16,41.7,0,29,68,11,0,7,7,2,2,2,4,"rgb(8,81,156)","rgb(68,85,15)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18041,58,138,20,42.8,0,29,62,10,0,6,3,4,3,2,4,"rgb(33,113,181)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18043,39,316,16,57.6,24,29,74,12,0,3,6,2,5,5,4,"rgb(158,202,225)","rgb(91,114,20)","rgb(187,96,33)","rgb(13,240,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18045,48,166,17,31.7,24,29,72,8,0,4,4,3,1,5,4,"rgb(107,174,214)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18047,36,34,13,41.7,0,29,89,6,0,2,0,1,2,2,4,"rgb(198,219,239)","rgb(200,229,109)","rgb(227,149,95)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18049,51,136,17,33.7,25,28,71,12,0,5,3,3,1,6,4,"rgb(66,146,198)","rgb(161,200,36)","rgb(158,81,28)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18051,40,108,14,41.2,23,28,83,6,0,3,2,2,2,5,4,"rgb(158,202,225)","rgb(179,219,51)","rgb(187,96,33)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18053,46,315,25,40.1,21,30,71,10,0,4,6,6,2,5,4,"rgb(107,174,214)","rgb(91,114,20)","rgb(187,96,33)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18055,50,87,19,37.3,26,29,71,10,0,5,1,4,2,6,4,"rgb(66,146,198)","rgb(189,224,80)","rgb(158,81,28)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18057,16,98,5,42.6,24,25,87,8,0,0,1,0,3,5,4,"rgb(247,251,255)","rgb(189,224,80)","rgb(187,96,33)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18059,35,121,6,38.8,0,28,85,7,0,2,2,0,2,2,4,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18061,40,149,14,39.2,0,29,82,7,0,3,3,2,2,2,4,"rgb(158,202,225)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18063,23,115,5,40.8,0,28,87,8,0,0,2,0,2,2,4,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18065,45,153,15,38.9,23,30,80,7,0,3,3,2,2,5,4,"rgb(158,202,225)","rgb(161,200,36)","rgb(187,96,33)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18067,58,262,19,50.7,24,28,73,11,0,6,5,4,4,5,4,"rgb(33,113,181)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18069,34,92,14,49.8,23,30,77,8,0,2,1,2,4,5,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(187,96,33)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18071,65,243,18,57.2,0,30,75,7,0,7,5,3,5,2,4,"rgb(8,81,156)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18073,35,121,11,40.7,0,29,75,8,0,2,2,0,2,2,4,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18075,49,88,19,38.7,24,31,68,10,0,5,1,4,2,5,4,"rgb(66,146,198)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18077,40,211,19,45.1,25,31,69,10,0,3,5,4,3,6,4,"rgb(158,202,225)","rgb(114,142,25)","rgb(158,81,28)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18079,79,183,17,36.7,0,30,60,13,0,8,4,3,1,2,4,"rgb(8,48,107)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18081,34,181,9,46.1,0,28,81,9,0,2,4,0,3,2,4,"rgb(198,219,239)","rgb(138,171,31)","rgb(227,149,95)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18083,38,191,24,47.1,25,29,78,10,0,2,4,6,3,6,4,"rgb(198,219,239)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,124,132)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18085,50,105,12,33.9,0,29,75,9,0,5,2,1,1,2,4,"rgb(66,146,198)","rgb(179,219,51)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18089,49,417,24,55.5,27,32,69,12,0,5,7,6,5,6,4,"rgb(66,146,198)","rgb(68,85,15)","rgb(158,81,28)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18091,54,253,21,36.1,26,30,69,10,0,5,5,4,1,6,4,"rgb(66,146,198)","rgb(114,142,25)","rgb(158,81,28)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18093,57,116,18,43.9,0,29,70,9,0,6,2,3,3,2,4,"rgb(33,113,181)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18095,51,393,23,36.9,0,30,66,10,0,5,7,5,1,2,4,"rgb(66,146,198)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,156,166)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18097,69,827,23,42.4,0,29,62,13,0,7,8,5,3,2,4,"rgb(8,81,156)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18099,46,44,13,34.6,30,28,80,7,0,4,0,1,1,7,4,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18101,47,68,17,60.1,22,29,84,8,0,4,1,3,6,5,4,"rgb(107,174,214)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18103,51,118,17,37.2,0,28,73,8,0,5,2,3,1,2,4,"rgb(66,146,198)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18105,14,310,18,30.3,0,26,77,8,0,0,6,3,0,2,4,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,219,234)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18107,56,215,16,43.1,0,30,77,7,0,6,5,2,3,2,4,"rgb(33,113,181)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18109,43,176,13,36,0,29,82,7,0,3,4,1,1,2,4,"rgb(158,202,225)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18111,35,77,13,36.2,29,29,73,8,0,2,1,1,1,7,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(129,66,23)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18113,58,100,14,29.1,0,30,73,8,0,6,1,2,0,2,4,"rgb(33,113,181)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18115,46,86,13,28.8,25,28,80,9,0,4,1,1,0,6,4,"rgb(107,174,214)","rgb(189,224,80)","rgb(158,81,28)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18117,57,87,22,43.3,23,30,76,9,0,6,1,5,3,5,4,"rgb(33,113,181)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18119,50,101,21,24.4,0,30,69,7,0,5,1,4,0,2,4,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18121,39,76,28,34.6,0,29,80,9,0,3,1,7,1,2,4,"rgb(158,202,225)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,92,98)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18123,51,21,16,47.2,26,29,77,8,0,5,0,2,3,6,4,"rgb(66,146,198)","rgb(200,229,109)","rgb(158,81,28)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18125,50,101,13,26.2,0,30,74,8,0,5,1,1,0,2,4,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18127,25,114,12,40.2,26,29,85,8,0,1,2,1,2,6,4,"rgb(222,235,247)","rgb(179,219,51)","rgb(158,81,28)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18129,28,120,11,50.9,22,29,89,7,0,1,2,0,4,5,4,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)","rgb(30,144,255)"
18131,46,87,17,41.2,25,29,82,8,0,4,1,3,2,6,4,"rgb(107,174,214)","rgb(189,224,80)","rgb(158,81,28)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18133,38,149,13,33.5,24,28,76,9,0,2,3,1,1,5,4,"rgb(198,219,239)","rgb(161,200,36)","rgb(187,96,33)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18135,54,158,20,32.9,0,29,80,10,0,5,3,4,1,2,4,"rgb(66,146,198)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18137,49,177,13,60.3,0,28,76,11,0,5,4,1,6,2,4,"rgb(66,146,198)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18139,51,124,16,48.7,22,29,65,8,0,5,2,2,4,5,4,"rgb(66,146,198)","rgb(179,219,51)","rgb(187,96,33)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18141,42,391,20,65.5,27,30,67,9,0,3,7,4,7,6,4,"rgb(158,202,225)","rgb(68,85,15)","rgb(158,81,28)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18143,72,224,23,40.6,0,29,63,13,0,7,5,5,2,2,4,"rgb(8,81,156)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,156,166)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18145,50,111,14,35.4,26,30,73,7,0,5,2,2,1,6,4,"rgb(66,146,198)","rgb(179,219,51)","rgb(158,81,28)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18147,34,78,12,47.2,27,29,90,6,0,2,1,1,3,6,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(158,81,28)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18149,61,74,22,26.4,23,29,67,10,0,6,1,5,0,5,4,"rgb(33,113,181)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18151,48,151,16,33.7,0,29,79,10,0,4,3,2,1,2,4,"rgb(107,174,214)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18153,46,51,19,36.2,0,28,74,7,0,4,0,4,1,2,4,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18155,42,175,23,23.7,26,29,60,10,0,3,4,5,0,6,4,"rgb(158,202,225)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18157,23,345,17,32.7,28,28,78,10,0,0,6,3,1,6,4,"rgb(247,251,255)","rgb(91,114,20)","rgb(158,81,28)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18159,37,92,10,36.5,0,29,82,7,0,2,1,0,1,2,4,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
18161,45,137,17,34.1,0,29,74,8,0,3,3,3,1,2,4,"rgb(158,202,225)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)","rgb(30,144,255)"
